,Scenario,Trial,Inspection,Interval,Time,Accumulation,Defects,Rate
228,197,1,229,8,1255,127,127,80
229,197,1,230,2,1257,15,15,20
230,197,1,231,6,1263,66,21,60
231,197,1,232,9,1272,152,46,90
232,197,1,233,5,1277,159,54,50
233,197,1,234,4,1281,163,163,40
234,197,1,235,6,1287,66,24,60
235,197,1,236,2,1289,64,64,20
236,197,1,237,2,1291,20,5,20
237,197,1,238,4,1295,48,48,40
238,197,1,239,8,1303,82,82,80
239,197,1,240,7,1310,69,69,70
240,197,1,241,2,1312,34,12,20
241,197,1,242,9,1321,124,43,90
242,197,1,243,9,1330,172,172,90
243,197,1,244,3,1333,32,12,30
244,197,1,245,7,1340,99,40,70
245,197,1,246,4,1344,95,29,40
246,197,1,247,4,1348,100,32,40
247,197,1,248,2,1350,93,93,20
248,197,1,249,9,1359,85,30,90
249,197,1,250,9,1368,148,148,90
250,197,1,251,7,1375,71,71,70
251,197,1,252,8,1383,87,87,80
252,197,1,253,3,1386,33,10,30
253,197,1,254,3,1389,54,54,30
254,197,1,255,8,1397,77,23,80
255,197,1,256,2,1399,67,67,20
256,197,1,257,9,1408,90,23,90
257,197,1,258,5,1413,107,32,50
258,197,1,259,2,1415,94,38,20
259,197,1,260,7,1422,126,47,70
260,197,1,261,2,1424,101,33,20
261,197,1,262,2,1426,92,92,20
262,197,1,263,2,1428,18,18,20
263,197,1,264,6,1434,54,24,60
264,197,1,265,3,1437,54,54,30
265,197,1,266,7,1444,71,71,70
266,197,1,267,4,1448,33,14,40
267,197,1,268,3,1451,56,56,30
268,197,1,269,3,1454,29,12,30
269,197,1,270,9,1463,121,43,90
270,197,1,271,2,1465,97,33,20
271,197,1,272,9,1474,155,155,90
272,197,1,273,4,1478,35,35,40
273,197,1,274,8,1486,87,33,80
274,197,1,275,2,1488,71,71,20
275,197,1,276,4,1492,49,18,40
276,197,1,277,9,1501,139,139,90
277,197,1,278,5,1506,62,23,50
278,197,1,279,6,1512,96,96,60
279,197,1,280,9,1521,89,35,90
280,197,1,281,5,1526,101,37,50
281,197,1,282,8,1534,134,48,80
282,197,1,283,3,1537,134,45,30
283,197,1,284,2,1539,111,111,20
284,197,1,285,7,1546,78,78,70
285,197,1,286,2,1548,13,13,20
286,197,1,287,4,1552,28,28,40
287,197,1,288,5,1557,54,21,50
288,197,1,289,5,1562,85,85,50
289,197,1,290,4,1566,39,39,40
290,197,1,291,5,1571,47,15,50
291,197,1,292,4,1575,80,80,40
292,197,1,293,6,1581,66,16,60
293,197,1,294,5,1586,86,86,50
294,197,1,295,2,1588,18,18,20
295,197,1,296,9,1597,80,80,90
296,197,1,297,9,1606,95,35,90
297,197,1,298,7,1613,117,117,70
298,197,1,299,7,1620,82,27,70
299,197,1,300,3,1623,85,85,30
300,197,1,301,9,1632,85,85,90
301,197,1,302,3,1635,24,4,30
302,197,1,303,6,1641,90,90,60
303,197,1,304,5,1646,52,52,50
304,197,1,305,9,1655,92,32,90
305,197,1,306,6,1661,128,44,60
306,197,1,307,9,1670,173,63,90
307,197,1,308,6,1676,168,168,60
308,197,1,309,3,1679,28,15,30
309,197,1,310,4,1683,59,25,40
310,197,1,311,6,1689,103,103,60
311,197,1,312,7,1696,68,68,70
312,197,1,313,9,1705,96,29,90
313,197,1,314,8,1713,133,133,80
314,197,1,315,9,1722,87,87,90
315,197,1,316,8,1730,78,78,80
316,197,1,317,9,1739,104,104,90
317,197,1,318,6,1745,68,21,60
318,197,1,319,4,1749,82,82,40
319,197,1,320,6,1755,65,25,60
320,197,1,321,8,1763,118,40,80
321,197,1,322,7,1770,143,49,70
322,197,1,323,8,1778,179,179,80
323,197,1,324,5,1783,52,16,50
324,197,1,325,5,1788,80,80,50
325,197,1,326,2,1790,20,6,20
326,197,1,327,5,1795,63,23,50
327,197,1,328,8,1803,129,129,80
328,197,1,329,9,1812,85,85,90
329,197,1,330,9,1821,84,84,90
330,197,1,331,8,1829,99,99,80
331,197,1,332,3,1832,39,39,30
332,197,1,333,3,1835,34,15,30
333,197,1,334,9,1844,109,109,90
334,197,1,335,4,1848,35,35,40
335,197,1,336,9,1857,97,97,90
336,197,1,337,8,1865,77,34,80
337,197,1,338,3,1868,74,24,30
338,197,1,339,9,1877,151,151,90
339,197,1,340,6,1883,70,26,60
340,197,1,341,6,1889,95,95,60
341,197,1,342,9,1898,96,96,90
342,197,1,343,9,1907,85,35,90
343,197,1,344,8,1915,132,45,80
344,197,1,345,8,1923,155,155,80
345,197,1,346,6,1929,71,31,60
346,197,1,347,7,1936,101,28,70
347,197,1,348,4,1940,123,46,40
348,197,1,349,7,1947,157,157,70
349,197,1,350,2,1949,29,29,20
350,197,1,351,9,1958,86,86,90
351,197,1,352,6,1964,67,23,60
352,197,1,353,4,1968,89,89,40
353,197,1,354,9,1977,78,34,90
354,197,1,355,6,1983,95,25,60
355,197,1,356,9,1992,159,64,90
356,197,1,357,2,1994,113,113,20
357,197,1,358,2,1996,17,17,20
358,197,1,359,7,2003,77,77,70
359,197,1,360,4,2007,37,11,40
360,197,1,361,6,2013,71,27,60
361,197,1,362,3,2016,88,25,30
362,197,1,363,2,2018,78,78,20
363,197,1,364,5,2023,43,20,50
364,197,1,365,8,2031,115,115,80
365,197,1,366,7,2038,71,18,70
366,197,1,367,2,2040,67,23,20
367,197,1,368,2,2042,65,65,20
368,197,1,369,3,2045,21,21,30
369,197,1,370,6,2051,62,18,60
370,197,1,371,9,2060,141,141,90
371,197,1,372,9,2069,83,83,90
372,197,1,373,9,2078,88,88,90
373,197,1,374,4,2082,35,15,40
374,197,1,375,2,2084,40,40,20
375,197,1,376,9,2093,88,88,90
376,197,1,377,7,2100,67,27,70
377,197,1,378,8,2108,109,109,80
378,197,1,379,8,2116,72,26,80
379,197,1,380,4,2120,92,35,40
380,197,1,381,8,2128,134,49,80
381,197,1,382,9,2137,168,168,90
382,197,1,383,9,2146,96,30,90
383,197,1,384,7,2153,153,45,70
384,197,1,385,3,2156,147,147,30
385,197,1,386,4,2160,33,33,40
386,197,1,387,3,2163,32,32,30
387,197,1,388,5,2168,47,21,50
388,197,1,389,6,2174,84,84,60
389,197,1,390,8,2182,79,79,80
390,197,1,391,3,2185,21,9,30
391,197,1,392,2,2187,28,28,20
392,197,1,393,4,2191,38,38,40
393,197,1,394,2,2193,24,12,20
394,197,1,395,2,2195,40,40,20
395,197,1,396,2,2197,26,26,20
396,197,1,397,4,2201,42,18,40
397,197,1,398,5,2206,78,78,50
398,197,1,399,6,2212,68,68,60
399,197,1,400,2,2214,23,23,20
400,197,1,401,4,2218,45,45,40
401,197,1,402,8,2226,90,32,80
402,197,1,403,9,2235,159,48,90
403,197,1,404,2,2237,132,132,20
404,197,1,405,9,2246,95,42,90
405,197,1,406,8,2254,139,139,80
406,197,1,407,2,2256,25,25,20
407,197,1,408,7,2263,72,72,70
408,197,1,409,6,2269,45,14,60
409,197,1,410,8,2277,107,31,80
410,197,1,411,2,2279,90,90,20
411,197,1,412,2,2281,11,2,20
412,197,1,413,3,2284,29,29,30
413,197,1,414,2,2286,20,20,20
414,197,1,415,8,2294,63,63,80
415,197,1,416,3,2297,33,33,30
416,197,1,417,9,2306,89,89,90
417,197,1,418,8,2314,81,81,80
418,197,1,419,4,2318,41,41,40
419,197,1,420,4,2322,42,42,40
420,197,1,421,5,2327,46,46,50
421,197,1,422,4,2331,46,13,40
422,197,1,423,7,2338,99,99,70
423,197,1,424,6,2344,54,54,60
424,197,1,425,2,2346,20,9,20
425,197,1,426,9,2355,104,104,90
426,197,1,427,7,2362,82,28,70
427,197,1,428,3,2365,82,28,30
428,197,1,429,2,2367,79,79,20
429,197,1,430,2,2369,24,24,20
430,197,1,431,4,2373,35,35,40
431,197,1,432,4,2377,38,10,40
432,197,1,433,4,2381,62,23,40
433,197,1,434,6,2387,92,29,60
434,197,1,435,9,2396,164,164,90
435,197,1,436,7,2403,80,25,70
436,197,1,437,6,2409,107,27,60
437,197,1,438,4,2413,116,116,40
438,197,1,439,9,2422,90,31,90
439,197,1,440,9,2431,161,161,90
440,197,1,441,2,2433,15,6,20
441,197,1,442,2,2435,27,10,20
442,197,1,443,2,2437,34,34,20
443,197,1,444,7,2444,65,22,70
444,197,1,445,6,2450,108,39,60
445,197,1,446,8,2458,143,143,80
446,197,1,447,8,2466,84,21,80
447,197,1,448,8,2474,121,121,80
448,197,1,449,7,2481,69,69,70
449,197,1,450,3,2484,30,30,30
450,197,1,451,6,2490,59,59,60
451,197,1,452,5,2495,45,12,50
452,197,1,453,6,2501,86,29,60
453,197,1,454,8,2509,125,125,80
454,197,1,455,4,2513,35,14,40
455,197,1,456,6,2519,81,32,60
456,197,1,457,8,2527,131,45,80
457,197,1,458,2,2529,108,33,20
458,197,1,459,7,2536,137,137,70
459,197,1,460,5,2541,42,42,50
460,197,1,461,4,2545,41,41,40
461,197,1,462,6,2551,60,60,60
462,197,1,463,4,2555,37,13,40
463,197,1,464,3,2558,56,20,30
464,197,1,465,4,2562,80,80,40
465,197,1,466,2,2564,23,23,20
466,197,1,467,7,2571,54,20,70
467,197,1,468,3,2574,65,65,30
468,197,1,469,5,2579,46,46,50
469,197,1,470,2,2581,18,18,20
470,197,1,471,3,2584,25,25,30
471,197,1,472,8,2592,84,84,80
472,197,1,473,5,2597,66,19,50
473,197,1,474,3,2600,73,32,30
474,197,1,475,7,2607,107,107,70
475,197,1,476,2,2609,25,13,20
476,197,1,477,3,2612,41,12,30
477,197,1,478,9,2621,112,112,90
478,197,1,479,7,2628,74,30,70
479,197,1,480,4,2632,75,75,40
480,197,1,481,8,2640,74,26,80
481,197,1,482,3,2643,84,84,30
482,197,1,483,2,2645,21,4,20
483,197,1,484,2,2647,38,38,20
484,197,1,485,5,2652,43,43,50
485,197,1,486,8,2660,86,86,80
486,197,1,487,6,2666,67,23,60
487,197,1,488,3,2669,81,35,30
488,197,1,489,8,2677,147,58,80
489,197,1,490,9,2686,164,164,90
490,197,1,491,4,2690,36,9,40
491,197,1,492,7,2697,83,83,70
492,197,1,493,3,2700,28,12,30
493,197,1,494,9,2709,99,99,90
494,197,1,495,3,2712,41,10,30
495,197,1,496,2,2714,49,49,20
496,197,1,497,7,2721,70,21,70
497,197,1,498,4,2725,87,87,40
498,197,1,499,5,2730,44,14,50
499,197,1,500,9,2739,120,120,90
500,197,1,501,6,2745,65,16,60
501,197,1,502,5,2750,96,96,50
502,197,1,503,4,2754,61,28,40
503,197,1,504,3,2757,68,68,30
504,197,1,505,9,2766,93,93,90
505,197,1,506,7,2773,78,78,70
506,197,1,507,4,2777,35,12,40
507,197,1,508,3,2780,51,51,30
508,197,1,509,2,2782,22,22,20
509,197,1,510,2,2784,14,14,20
510,197,1,511,9,2793,94,33,90
511,197,1,512,8,2801,152,61,80
512,197,1,513,2,2803,112,36,20
513,197,1,514,2,2805,100,38,20
514,197,1,515,4,2809,98,98,40
515,197,1,516,6,2815,68,26,60
516,197,1,517,9,2824,131,131,90
517,197,1,518,7,2831,66,66,70
518,197,1,519,7,2838,65,65,70
519,197,1,520,7,2845,72,29,70
520,197,1,521,9,2854,143,143,90
521,197,1,522,3,2857,27,12,30
522,197,1,523,5,2862,70,13,50
523,197,1,524,2,2864,72,27,20
524,197,1,525,8,2872,119,119,80
525,197,1,526,3,2875,24,10,30
526,197,1,527,7,2882,78,78,70
527,197,1,528,9,2891,91,91,90
528,197,1,529,6,2897,41,18,60
529,197,1,530,2,2899,51,51,20
530,197,1,531,8,2907,77,77,80
531,197,1,532,6,2913,53,14,60
532,197,1,533,9,2922,122,122,90
533,197,1,534,3,2925,39,39,30
534,197,1,535,3,2928,30,30,30
535,197,1,536,7,2935,58,22,70
536,197,1,537,6,2941,111,111,60
537,197,1,538,5,2946,49,24,50
538,197,1,539,9,2955,116,116,90
539,197,1,540,5,2960,52,12,50
540,197,1,541,8,2968,133,36,80
541,197,1,542,7,2975,163,163,70
542,197,1,543,7,2982,76,76,70
543,197,1,544,7,2989,60,27,70
544,197,1,545,6,2995,85,27,60
545,197,1,546,2,2997,77,25,20
546,197,1,547,2,2999,73,25,20
547,197,1,548,6,3005,109,109,60
548,197,1,549,3,3008,26,10,30
549,197,1,550,8,3016,94,94,80
550,197,1,551,7,3023,84,84,70
551,197,1,552,3,3026,35,35,30
552,197,1,553,2,3028,21,8,20
553,197,1,554,5,3033,51,19,50
554,197,1,555,3,3036,65,65,30
555,197,1,556,4,3040,38,38,40
556,197,1,557,9,3049,88,35,90
557,197,1,558,8,3057,146,146,80
558,197,1,559,9,3066,96,96,90
559,197,1,560,9,3075,85,35,90
560,197,1,561,3,3078,80,80,30
561,197,1,562,9,3087,96,34,90
562,197,1,563,4,3091,105,41,40
563,197,1,564,9,3100,155,50,90
564,197,1,565,3,3103,133,60,30
565,197,1,566,5,3108,122,58,50
566,197,1,567,5,3113,109,36,50
567,197,1,568,4,3117,112,42,40
568,197,1,569,7,3124,135,135,70
569,197,1,570,9,3133,78,34,90
570,197,1,571,2,3135,64,64,20
571,197,1,572,5,3140,53,53,50
572,197,1,573,4,3144,36,36,40
573,197,1,574,5,3149,43,43,50
574,197,1,575,7,3156,77,77,70
575,197,1,576,5,3161,52,15,50
576,197,1,577,2,3163,53,21,20
577,197,1,578,6,3169,87,34,60
578,197,1,579,7,3176,120,120,70
579,197,1,580,4,3180,29,29,40
580,197,1,581,2,3182,21,21,20
581,197,1,582,6,3188,67,67,60
582,197,1,583,8,3196,85,85,80
583,197,1,584,4,3200,36,36,40
584,197,1,585,9,3209,100,30,90
585,197,1,586,5,3214,128,40,50
586,197,1,587,3,3217,123,35,30
587,197,1,588,7,3224,147,147,70
588,197,1,589,4,3228,31,11,40
589,197,1,590,3,3231,54,54,30
590,197,1,591,8,3239,73,35,80
591,197,1,592,3,3242,65,21,30
592,197,1,593,7,3249,128,128,70
593,197,1,594,8,3257,91,41,80
594,197,1,595,7,3264,122,29,70
595,197,1,596,2,3266,116,38,20
596,197,1,597,4,3270,125,125,40
597,197,1,598,9,3279,96,96,90
598,197,1,599,6,3285,78,78,60
599,197,1,600,5,3290,43,43,50
600,197,1,601,2,3292,16,16,20
601,197,1,602,8,3300,82,40,80
602,197,1,603,9,3309,139,139,90
603,197,1,604,3,3312,16,4,30
604,197,1,605,4,3316,60,20,40
605,197,1,606,9,3325,122,43,90
606,197,1,607,6,3331,134,134,60
607,197,1,608,2,3333,17,9,20
608,197,1,609,2,3335,28,28,20
609,197,1,610,8,3343,96,96,80
610,197,1,611,3,3346,30,15,30
611,197,1,612,8,3354,92,92,80
612,197,1,613,2,3356,26,11,20
613,197,1,614,8,3364,80,80,80
614,197,1,615,2,3366,20,8,20
615,197,1,616,9,3375,111,111,90
616,197,1,617,6,3381,68,18,60
617,197,1,618,3,3384,78,78,30
618,197,1,619,3,3387,19,5,30
619,197,1,620,4,3391,51,13,40
620,197,1,621,3,3394,80,29,30
621,197,1,622,4,3398,89,89,40
622,197,1,623,5,3403,40,40,50
623,197,1,624,2,3405,19,19,20
624,197,1,625,7,3412,66,66,70
625,197,1,626,6,3418,62,62,60
626,197,1,627,8,3426,68,68,80
627,197,1,628,7,3433,66,66,70
628,197,1,629,6,3439,55,21,60
629,197,1,630,7,3446,98,44,70
630,197,1,631,6,3452,131,46,60
631,197,1,632,9,3461,177,177,90
632,197,1,633,5,3466,42,42,50
633,197,1,634,2,3468,19,19,20
634,197,1,635,4,3472,45,45,40
635,197,1,636,9,3481,78,21,90
636,197,1,637,6,3487,101,101,60
637,197,1,638,4,3491,40,40,40
638,197,1,639,6,3497,47,47,60
639,197,1,640,2,3499,24,9,20
640,197,1,641,8,3507,84,84,80
641,197,1,642,3,3510,30,30,30
642,197,1,643,9,3519,104,104,90
643,197,1,644,6,3525,58,58,60
644,197,1,645,3,3528,33,3,30
645,197,1,646,4,3532,69,69,40
646,197,1,647,7,3539,76,35,70
647,197,1,648,7,3546,116,116,70
648,197,1,649,5,3551,38,13,50
649,197,1,650,4,3555,75,75,40
650,197,1,651,4,3559,34,7,40
651,197,1,652,8,3567,103,103,80
652,197,1,653,9,3576,104,104,90
653,197,1,654,9,3585,88,88,90
654,197,1,655,9,3594,91,91,90
655,197,1,656,8,3602,76,24,80
656,197,1,657,7,3609,116,43,70
657,197,1,658,9,3618,158,158,90
658,197,1,659,2,3620,19,6,20
659,197,1,660,6,3626,73,22,60
660,197,1,661,7,3633,133,133,70
661,197,1,662,2,3635,17,17,20
662,197,1,663,6,3641,51,17,60
663,197,1,664,8,3649,114,114,80
664,197,1,665,7,3656,58,58,70
665,197,1,666,4,3660,29,14,40
666,197,1,667,6,3666,82,82,60
667,197,1,668,3,3669,33,33,30
668,197,1,669,2,3671,17,17,20
669,197,1,670,7,3678,86,29,70
670,197,1,671,9,3687,121,121,90
671,197,1,672,5,3692,44,44,50
672,197,1,673,4,3696,48,18,40
673,197,1,674,9,3705,126,49,90
674,197,1,675,8,3713,151,48,80
675,197,1,676,8,3721,185,185,80
676,197,1,677,2,3723,14,14,20
677,197,1,678,3,3726,27,10,30
678,197,1,679,7,3733,91,91,70
679,197,1,680,4,3737,48,48,40
680,197,1,681,4,3741,38,38,40
681,197,1,682,6,3747,61,61,60
682,197,1,683,9,3756,97,39,90
683,197,1,684,3,3759,89,89,30
684,197,1,685,7,3766,68,18,70
685,197,1,686,3,3769,80,80,30
686,197,1,687,2,3771,11,11,20
687,197,1,688,9,3780,80,80,90
688,197,1,689,5,3785,57,57,50
689,197,1,690,3,3788,33,33,30
690,197,1,691,5,3793,45,45,50
691,197,1,692,3,3796,37,37,30
692,197,1,693,7,3803,85,85,70
693,197,1,694,7,3810,73,21,70
694,197,1,695,2,3812,79,79,20
695,197,1,696,8,3820,88,88,80
696,197,1,697,8,3828,94,94,80
697,197,1,698,2,3830,23,8,20
698,197,1,699,8,3838,101,38,80
699,197,1,700,2,3840,78,78,20
700,197,1,701,4,3844,30,11,40
701,197,1,702,3,3847,44,14,30
702,197,1,703,5,3852,78,78,50
703,197,1,704,3,3855,35,8,30
704,197,1,705,6,3861,80,80,60
705,197,1,706,2,3863,19,9,20
706,197,1,707,9,3872,88,88,90
707,197,1,708,5,3877,59,59,50
708,197,1,709,8,3885,91,91,80
709,197,1,710,8,3893,67,67,80
710,197,1,711,3,3896,33,9,30
711,197,1,712,3,3899,55,55,30
712,197,1,713,4,3903,62,25,40
713,197,1,714,8,3911,123,51,80
714,197,1,715,7,3918,154,154,70
715,197,1,716,3,3921,39,11,30
716,197,1,717,7,3928,98,98,70
717,197,1,718,4,3932,43,16,40
718,197,1,719,2,3934,51,51,20
719,197,1,720,7,3941,62,25,70
720,197,1,721,9,3950,136,136,90
721,197,1,722,5,3955,52,14,50
722,197,1,723,9,3964,122,122,90
723,197,1,724,3,3967,35,7,30
724,197,1,725,7,3974,102,102,70
725,197,1,726,7,3981,72,72,70
726,197,1,727,4,3985,38,38,40
727,197,1,728,8,3993,99,99,80
728,197,1,729,7,4000,78,27,70
729,197,1,730,2,4002,67,67,20
730,197,1,731,8,4010,70,70,80
731,197,1,732,3,4013,32,9,30
732,197,1,733,6,4019,91,26,60
733,197,1,734,4,4023,103,103,40
734,197,1,735,8,4031,80,28,80
735,197,1,736,4,4035,92,30,40
736,197,1,737,9,4044,149,149,90
737,197,1,738,3,4047,32,14,30
738,197,1,739,7,4054,83,83,70
739,197,1,740,5,4059,42,11,50
740,197,1,741,3,4062,58,58,30
741,197,1,742,7,4069,67,67,70
