,Scenario,Trial,Inspection,Interval,Time,Accumulation,Defects,Rate
84,13,1,85,7,482,103,55,70
85,13,1,86,6,488,119,84,60
86,13,1,87,3,491,65,41,30
87,13,1,88,3,494,51,31,30
88,13,1,89,3,497,43,29,30
89,13,1,90,6,503,64,43,60
90,13,1,91,7,510,100,66,70
91,13,1,92,2,512,50,35,20
92,13,1,93,2,514,31,16,20
93,13,1,94,6,520,79,52,60
94,13,1,95,6,526,83,53,60
95,13,1,96,5,531,71,50,50
96,13,1,97,7,538,107,71,70
97,13,1,98,2,540,75,49,20
98,13,1,99,8,548,106,66,80
99,13,1,100,2,550,65,45,20
100,13,1,101,4,554,64,45,40
101,13,1,102,2,556,41,30,20
102,13,1,103,4,560,58,34,40
103,13,1,104,8,568,110,69,80
104,13,1,105,2,570,58,27,20
105,13,1,106,6,576,79,43,60
106,13,1,107,9,585,125,125,90
107,13,1,108,3,588,28,15,30
108,13,1,109,8,596,94,63,80
109,13,1,110,5,601,70,46,50
110,13,1,111,6,607,73,49,60
111,13,1,112,9,616,111,71,90
112,13,1,113,5,621,88,52,50
113,13,1,114,8,629,116,77,80
114,13,1,115,9,638,143,86,90
115,13,1,116,2,640,73,46,20
116,13,1,117,8,648,110,110,80
117,13,1,118,7,655,54,39,70
118,13,1,119,5,660,70,43,50
119,13,1,120,4,664,71,46,40
120,13,1,121,5,669,73,50,50
121,13,1,122,3,672,55,38,30
122,13,1,123,5,677,74,52,50
123,13,1,124,3,680,56,40,30
124,13,1,125,4,684,51,35,40
125,13,1,126,8,692,105,66,80
126,13,1,127,9,701,142,97,90
127,13,1,128,4,705,74,51,40
128,13,1,129,9,714,122,82,90
129,13,1,130,7,721,115,68,70
130,13,1,131,9,730,152,98,90
131,13,1,132,5,735,97,55,50
132,13,1,133,5,740,88,64,50
133,13,1,134,5,745,78,50,50
134,13,1,135,6,751,81,55,60
135,13,1,136,3,754,47,26,30
136,13,1,137,3,757,57,25,30
137,13,1,138,4,761,71,49,40
138,13,1,139,5,766,79,53,50
139,13,1,140,4,770,61,48,40
140,13,1,141,5,775,71,46,50
141,13,1,142,3,778,53,30,30
142,13,1,143,8,786,131,89,80
143,13,1,144,8,794,122,82,80
144,13,1,145,8,802,135,86,80
145,13,1,146,7,809,123,89,70
146,13,1,147,7,816,113,70,70
147,13,1,148,8,824,130,90,80
148,13,1,149,8,832,118,76,80
149,13,1,150,3,835,68,41,30
150,13,1,151,5,840,75,42,50
151,13,1,152,3,843,63,38,30
152,13,1,153,2,845,58,34,20
153,13,1,154,3,848,50,35,30
154,13,1,155,9,857,116,66,90
155,13,1,156,3,860,77,44,30
156,13,1,157,7,867,99,70,70
157,13,1,158,8,875,102,66,80
158,13,1,159,2,877,56,35,20
159,13,1,160,2,879,38,27,20
160,13,1,161,4,883,39,22,40
161,13,1,162,6,889,67,39,60
162,13,1,163,2,891,59,38,20
163,13,1,164,2,893,40,28,20
164,13,1,165,3,896,39,39,30
165,13,1,166,9,905,95,61,90
166,13,1,167,8,913,121,80,80
167,13,1,168,9,922,111,70,90
168,13,1,169,2,924,63,45,20
169,13,1,170,7,931,92,63,70
170,13,1,171,2,933,46,34,20
171,13,1,172,3,936,42,29,30
172,13,1,173,8,944,97,67,80
173,13,1,174,2,946,49,28,20
174,13,1,175,5,951,77,60,50
175,13,1,176,3,954,57,36,30
176,13,1,177,7,961,96,66,70
177,13,1,178,7,968,103,70,70
178,13,1,179,2,970,60,60,20
179,13,1,180,6,976,52,37,60
180,13,1,181,7,983,96,73,70
181,13,1,182,7,990,89,63,70
182,13,1,183,4,994,64,45,40
183,13,1,184,7,1001,87,54,70
184,13,1,185,3,1004,66,42,30
185,13,1,186,5,1009,70,41,50
186,13,1,187,7,1016,110,73,70
187,13,1,188,9,1025,126,86,90
188,13,1,189,8,1033,128,83,80
189,13,1,190,3,1036,68,43,30
190,13,1,191,3,1039,56,40,30
191,13,1,192,2,1041,37,23,20
192,13,1,193,7,1048,83,49,70
193,13,1,194,9,1057,113,75,90
194,13,1,195,3,1060,67,40,30
195,13,1,196,3,1063,68,40,30
196,13,1,197,3,1066,52,35,30
197,13,1,198,3,1069,53,35,30
198,13,1,199,3,1072,46,33,30
199,13,1,200,3,1075,43,31,30
200,13,1,201,2,1077,35,23,20
201,13,1,202,7,1084,71,47,70
202,13,1,203,3,1087,54,35,30
203,13,1,204,8,1095,95,56,80
204,13,1,205,2,1097,62,37,20
205,13,1,206,9,1106,118,78,90
206,13,1,207,9,1115,129,86,90
207,13,1,208,2,1117,61,36,20
208,13,1,209,8,1125,103,63,80
209,13,1,210,3,1128,69,45,30
210,13,1,211,5,1133,72,45,50
211,13,1,212,4,1137,68,45,40
212,13,1,213,4,1141,58,39,40
213,13,1,214,9,1150,114,74,90
214,13,1,215,5,1155,85,57,50
215,13,1,216,8,1163,95,57,80
216,13,1,217,5,1168,74,49,50
217,13,1,218,8,1176,106,73,80
218,13,1,219,7,1183,103,71,70
219,13,1,220,6,1189,89,59,60
220,13,1,221,2,1191,51,34,20
221,13,1,222,3,1194,53,53,30
222,13,1,223,2,1196,14,10,20
223,13,1,224,6,1202,61,41,60
224,13,1,225,6,1208,87,47,60
225,13,1,226,6,1214,96,67,60
226,13,1,227,7,1221,96,62,70
227,13,1,228,7,1228,98,62,70
228,13,1,229,7,1235,101,65,70
229,13,1,230,5,1240,92,62,50
230,13,1,231,5,1245,90,57,50
231,13,1,232,3,1248,59,36,30
232,13,1,233,3,1251,51,28,30
233,13,1,234,5,1256,67,43,50
234,13,1,235,7,1263,87,60,70
235,13,1,236,3,1266,55,33,30
236,13,1,237,5,1271,80,54,50
237,13,1,238,9,1280,105,70,90
238,13,1,239,4,1284,66,41,40
239,13,1,240,4,1288,69,43,40
240,13,1,241,2,1290,51,32,20
241,13,1,242,5,1295,74,48,50
242,13,1,243,4,1299,67,41,40
243,13,1,244,9,1308,120,83,90
244,13,1,245,7,1315,112,75,70
245,13,1,246,9,1324,112,80,90
246,13,1,247,7,1331,92,60,70
247,13,1,248,3,1334,55,38,30
248,13,1,249,9,1343,117,76,90
249,13,1,250,5,1348,80,50,50
250,13,1,251,6,1354,89,55,60
251,13,1,252,6,1360,87,61,60
252,13,1,253,7,1367,99,99,70
253,13,1,254,9,1376,53,35,90
254,13,1,255,8,1384,99,99,80
255,13,1,256,8,1392,88,61,80
256,13,1,257,8,1400,101,65,80
257,13,1,258,5,1405,96,60,50
258,13,1,259,2,1407,56,30,20
259,13,1,260,4,1411,66,44,40
260,13,1,261,8,1419,98,69,80
261,13,1,262,9,1428,118,80,90
262,13,1,263,3,1431,68,35,30
263,13,1,264,2,1433,49,33,20
264,13,1,265,2,1435,45,27,20
265,13,1,266,6,1441,73,50,60
266,13,1,267,3,1444,49,28,30
267,13,1,268,4,1448,67,40,40
268,13,1,269,3,1451,59,36,30
269,13,1,270,4,1455,52,34,40
270,13,1,271,8,1463,83,50,80
271,13,1,272,7,1470,94,57,70
272,13,1,273,2,1472,63,40,20
273,13,1,274,5,1477,81,53,50
274,13,1,275,9,1486,103,103,90
275,13,1,276,5,1491,47,30,50
276,13,1,277,2,1493,41,30,20
277,13,1,278,7,1500,76,49,70
278,13,1,279,8,1508,94,63,80
279,13,1,280,3,1511,60,60,30
280,13,1,281,6,1517,70,45,60
281,13,1,282,2,1519,49,25,20
282,13,1,283,2,1521,42,29,20
283,13,1,284,4,1525,56,31,40
284,13,1,285,2,1527,40,23,20
285,13,1,286,7,1534,79,47,70
286,13,1,287,3,1537,56,35,30
287,13,1,288,6,1543,90,51,60
288,13,1,289,8,1551,111,77,80
289,13,1,290,7,1558,110,68,70
290,13,1,291,8,1566,112,69,80
291,13,1,292,8,1574,121,77,80
292,13,1,293,2,1576,66,66,20
293,13,1,294,5,1581,42,29,50
294,13,1,295,6,1587,71,71,60
295,13,1,296,3,1590,38,28,30
296,13,1,297,4,1594,47,25,40
297,13,1,298,5,1599,69,46,50
298,13,1,299,7,1606,86,58,70
299,13,1,300,7,1613,100,62,70
300,13,1,301,2,1615,59,36,20
301,13,1,302,9,1624,108,72,90
302,13,1,303,6,1630,95,57,60
303,13,1,304,6,1636,90,46,60
304,13,1,305,3,1639,66,39,30
305,13,1,306,2,1641,46,33,20
306,13,1,307,4,1645,70,50,40
307,13,1,308,7,1652,84,51,70
308,13,1,309,3,1655,64,37,30
309,13,1,310,5,1660,78,54,50
310,13,1,311,8,1668,95,58,80
311,13,1,312,7,1675,104,69,70
312,13,1,313,9,1684,124,84,90
313,13,1,314,8,1692,121,75,80
314,13,1,315,3,1695,70,43,30
315,13,1,316,6,1701,79,56,60
316,13,1,317,6,1707,91,54,60
317,13,1,318,9,1716,137,87,90
318,13,1,319,2,1718,65,40,20
319,13,1,320,6,1724,85,54,60
320,13,1,321,2,1726,55,36,20
321,13,1,322,6,1732,81,51,60
322,13,1,323,8,1740,103,63,80
323,13,1,324,2,1742,57,39,20
324,13,1,325,5,1747,55,39,50
325,13,1,326,7,1754,76,45,70
326,13,1,327,5,1759,89,53,50
327,13,1,328,7,1766,104,58,70
328,13,1,329,4,1770,100,61,40
329,13,1,330,4,1774,77,42,40
330,13,1,331,9,1783,127,80,90
331,13,1,332,9,1792,131,87,90
332,13,1,333,6,1798,97,66,60
333,13,1,334,9,1807,110,65,90
334,13,1,335,9,1816,135,81,90
335,13,1,336,4,1820,92,58,40
336,13,1,337,8,1828,123,123,80
337,13,1,338,4,1832,45,34,40
338,13,1,339,9,1841,107,62,90
339,13,1,340,5,1846,94,58,50
340,13,1,341,5,1851,81,49,50
341,13,1,342,3,1854,65,43,30
342,13,1,343,8,1862,92,60,80
343,13,1,344,8,1870,111,72,80
344,13,1,345,3,1873,67,47,30
345,13,1,346,5,1878,73,43,50
346,13,1,347,7,1885,90,58,70
347,13,1,348,4,1889,69,69,40
348,13,1,349,4,1893,49,24,40
349,13,1,350,7,1900,86,57,70
350,13,1,351,8,1908,103,66,80
351,13,1,352,2,1910,55,34,20
352,13,1,353,5,1915,64,39,50
353,13,1,354,2,1917,43,25,20
354,13,1,355,7,1924,87,53,70
355,13,1,356,9,1933,123,79,90
356,13,1,357,5,1938,90,56,50
357,13,1,358,6,1944,95,63,60
358,13,1,359,9,1953,132,88,90
359,13,1,360,6,1959,109,75,60
360,13,1,361,5,1964,78,49,50
361,13,1,362,7,1971,110,71,70
362,13,1,363,6,1977,100,100,60
363,13,1,364,6,1983,54,33,60
364,13,1,365,5,1988,74,49,50
365,13,1,366,7,1995,101,72,70
366,13,1,367,8,2003,117,75,80
367,13,1,368,4,2007,88,57,40
368,13,1,369,5,2012,87,53,50
369,13,1,370,3,2015,64,31,30
370,13,1,371,4,2019,71,46,40
371,13,1,372,4,2023,61,47,40
372,13,1,373,8,2031,75,46,80
373,13,1,374,2,2033,48,35,20
374,13,1,375,3,2036,38,22,30
375,13,1,376,7,2043,89,56,70
376,13,1,377,4,2047,69,51,40
377,13,1,378,3,2050,45,27,30
378,13,1,379,2,2052,46,27,20
379,13,1,380,5,2057,48,33,50
380,13,1,381,8,2065,103,72,80
381,13,1,382,6,2071,99,58,60
382,13,1,383,4,2075,74,48,40
383,13,1,384,3,2078,58,38,30
384,13,1,385,7,2085,85,42,70
385,13,1,386,6,2091,111,111,60
386,13,1,387,3,2094,35,25,30
387,13,1,388,4,2098,47,33,40
388,13,1,389,4,2102,52,30,40
389,13,1,390,3,2105,52,36,30
390,13,1,391,2,2107,31,19,20
391,13,1,392,9,2116,107,66,90
392,13,1,393,7,2123,121,83,70
393,13,1,394,6,2129,98,65,60
394,13,1,395,7,2136,98,65,70
395,13,1,396,4,2140,70,49,40
396,13,1,397,6,2146,80,50,60
397,13,1,398,7,2153,103,58,70
398,13,1,399,5,2158,98,62,50
399,13,1,400,8,2166,123,77,80
400,13,1,401,8,2174,125,80,80
401,13,1,402,2,2176,67,67,20
402,13,1,403,5,2181,47,31,50
403,13,1,404,7,2188,75,48,70
404,13,1,405,9,2197,108,69,90
405,13,1,406,6,2203,89,61,60
406,13,1,407,6,2209,104,63,60
407,13,1,408,6,2215,96,68,60
408,13,1,409,6,2221,83,53,60
409,13,1,410,7,2228,104,71,70
410,13,1,411,5,2233,89,64,50
411,13,1,412,4,2237,75,49,40
412,13,1,413,3,2240,50,34,30
413,13,1,414,3,2243,46,37,30
414,13,1,415,6,2249,69,40,60
415,13,1,416,8,2257,105,79,80
416,13,1,417,6,2263,82,52,60
417,13,1,418,2,2265,51,30,20
418,13,1,419,9,2274,107,73,90
419,13,1,420,8,2282,108,65,80
420,13,1,421,9,2291,148,92,90
421,13,1,422,7,2298,120,120,70
422,13,1,423,5,2303,55,41,50
423,13,1,424,4,2307,53,53,40
424,13,1,425,6,2313,60,35,60
425,13,1,426,4,2317,59,42,40
426,13,1,427,8,2325,106,71,80
427,13,1,428,7,2332,100,58,70
428,13,1,429,4,2336,82,51,40
429,13,1,430,8,2344,118,77,80
430,13,1,431,9,2353,130,78,90
431,13,1,432,3,2356,89,61,30
432,13,1,433,8,2364,106,73,80
433,13,1,434,5,2369,79,56,50
434,13,1,435,4,2373,55,37,40
435,13,1,436,2,2375,34,20,20
436,13,1,437,3,2378,44,30,30
437,13,1,438,3,2381,45,32,30
438,13,1,439,4,2385,52,40,40
439,13,1,440,5,2390,60,34,50
440,13,1,441,8,2398,118,76,80
441,13,1,442,4,2402,95,52,40
442,13,1,443,2,2404,65,43,20
443,13,1,444,8,2412,100,61,80
444,13,1,445,4,2416,81,53,40
445,13,1,446,4,2420,75,45,40
446,13,1,447,7,2427,108,63,70
447,13,1,448,9,2436,135,87,90
448,13,1,449,7,2443,100,72,70
449,13,1,450,7,2450,117,71,70
450,13,1,451,8,2458,132,90,80
451,13,1,452,9,2467,141,84,90
452,13,1,453,2,2469,74,53,20
453,13,1,454,3,2472,61,39,30
454,13,1,455,5,2477,66,37,50
455,13,1,456,8,2485,107,68,80
456,13,1,457,6,2491,105,72,60
457,13,1,458,7,2498,111,70,70
458,13,1,459,7,2505,116,116,70
459,13,1,460,2,2507,16,9,20
460,13,1,461,2,2509,29,13,20
461,13,1,462,6,2515,55,55,60
462,13,1,463,9,2524,100,69,90
463,13,1,464,2,2526,56,33,20
464,13,1,465,7,2533,97,65,70
465,13,1,466,2,2535,62,41,20
466,13,1,467,6,2541,95,64,60
467,13,1,468,5,2546,79,51,50
468,13,1,469,8,2554,101,63,80
469,13,1,470,3,2557,62,44,30
470,13,1,471,3,2560,47,31,30
471,13,1,472,7,2567,97,57,70
472,13,1,473,9,2576,125,79,90
473,13,1,474,4,2580,81,53,40
474,13,1,475,3,2583,58,38,30
475,13,1,476,7,2590,91,62,70
476,13,1,477,4,2594,64,39,40
477,13,1,478,8,2602,104,64,80
478,13,1,479,4,2606,78,53,40
479,13,1,480,4,2610,58,35,40
480,13,1,481,8,2618,114,79,80
481,13,1,482,5,2623,81,50,50
482,13,1,483,9,2632,114,78,90
483,13,1,484,6,2638,92,59,60
484,13,1,485,5,2643,95,54,50
485,13,1,486,9,2652,127,78,90
486,13,1,487,2,2654,71,71,20
487,13,1,488,9,2663,85,85,90
488,13,1,489,6,2669,51,51,60
489,13,1,490,6,2675,53,33,60
490,13,1,491,3,2678,44,28,30
491,13,1,492,7,2685,87,51,70
492,13,1,493,8,2693,99,71,80
493,13,1,494,2,2695,43,27,20
494,13,1,495,2,2697,33,19,20
495,13,1,496,6,2703,72,48,60
496,13,1,497,8,2711,86,53,80
497,13,1,498,4,2715,76,40,40
498,13,1,499,9,2724,115,67,90
499,13,1,500,5,2729,95,69,50
500,13,1,501,2,2731,51,29,20
501,13,1,502,7,2738,90,59,70
502,13,1,503,8,2746,100,68,80
503,13,1,504,6,2752,80,54,60
504,13,1,505,6,2758,74,46,60
505,13,1,506,5,2763,89,44,50
506,13,1,507,6,2769,109,67,60
507,13,1,508,6,2775,108,73,60
508,13,1,509,7,2782,103,71,70
509,13,1,510,6,2788,110,74,60
510,13,1,511,2,2790,49,30,20
511,13,1,512,3,2793,47,35,30
512,13,1,513,8,2801,87,54,80
513,13,1,514,2,2803,53,36,20
514,13,1,515,9,2812,98,62,90
515,13,1,516,5,2817,80,44,50
516,13,1,517,6,2823,100,71,60
517,13,1,518,8,2831,108,73,80
518,13,1,519,4,2835,78,58,40
519,13,1,520,8,2843,111,64,80
520,13,1,521,5,2848,89,55,50
521,13,1,522,5,2853,93,65,50
522,13,1,523,7,2860,94,57,70
523,13,1,524,8,2868,117,76,80
524,13,1,525,3,2871,81,58,30
525,13,1,526,6,2877,81,53,60
526,13,1,527,8,2885,118,85,80
527,13,1,528,9,2894,114,75,90
528,13,1,529,2,2896,56,34,20
529,13,1,530,3,2899,41,28,30
530,13,1,531,2,2901,34,24,20
531,13,1,532,7,2908,71,47,70
532,13,1,533,8,2916,107,78,80
533,13,1,534,8,2924,114,77,80
534,13,1,535,4,2928,78,46,40
535,13,1,536,5,2933,83,52,50
536,13,1,537,3,2936,50,32,30
537,13,1,538,9,2945,95,57,90
538,13,1,539,6,2951,98,65,60
539,13,1,540,5,2956,85,47,50
540,13,1,541,7,2963,99,58,70
541,13,1,542,6,2969,106,66,60
542,13,1,543,7,2976,107,79,70
543,13,1,544,2,2978,42,28,20
544,13,1,545,5,2983,62,42,50
545,13,1,546,7,2990,82,56,70
546,13,1,547,9,2999,125,80,90
547,13,1,548,2,3001,61,38,20
548,13,1,549,8,3009,115,83,80
549,13,1,550,7,3016,101,74,70
550,13,1,551,7,3023,92,61,70
551,13,1,552,6,3029,88,54,60
552,13,1,553,2,3031,54,33,20
553,13,1,554,5,3036,61,39,50
554,13,1,555,9,3045,121,87,90
555,13,1,556,4,3049,78,53,40
556,13,1,557,8,3057,110,73,80
557,13,1,558,4,3061,73,48,40
558,13,1,559,4,3065,67,47,40
559,13,1,560,3,3068,45,29,30
560,13,1,561,6,3074,65,40,60
561,13,1,562,7,3081,103,74,70
562,13,1,563,2,3083,48,36,20
563,13,1,564,2,3085,27,22,20
564,13,1,565,9,3094,82,49,90
565,13,1,566,2,3096,53,34,20
566,13,1,567,7,3103,90,49,70
567,13,1,568,7,3110,105,105,70
568,13,1,569,9,3119,89,54,90
569,13,1,570,7,3126,98,63,70
570,13,1,571,4,3130,91,91,40
571,13,1,572,8,3138,79,51,80
572,13,1,573,6,3144,98,68,60
573,13,1,574,9,3153,115,73,90
574,13,1,575,6,3159,98,63,60
575,13,1,576,2,3161,52,33,20
576,13,1,577,9,3170,98,66,90
577,13,1,578,8,3178,102,63,80
578,13,1,579,9,3187,120,82,90
579,13,1,580,4,3191,74,47,40
580,13,1,581,9,3200,111,73,90
581,13,1,582,7,3207,106,65,70
582,13,1,583,2,3209,63,37,20
583,13,1,584,7,3216,82,58,70
584,13,1,585,3,3219,55,43,30
585,13,1,586,6,3225,66,34,60
586,13,1,587,4,3229,73,39,40
587,13,1,588,3,3232,65,44,30
588,13,1,589,6,3238,75,51,60
589,13,1,590,4,3242,72,45,40
590,13,1,591,4,3246,65,48,40
591,13,1,592,4,3250,57,44,40
592,13,1,593,4,3254,57,32,40
593,13,1,594,4,3258,56,34,40
594,13,1,595,7,3265,100,62,70
595,13,1,596,2,3267,63,44,20
596,13,1,597,7,3274,90,66,70
597,13,1,598,6,3280,73,42,60
598,13,1,599,2,3282,53,36,20
599,13,1,600,5,3287,77,51,50
600,13,1,601,5,3292,83,57,50
601,13,1,602,4,3296,83,59,40
602,13,1,603,8,3304,98,61,80
603,13,1,604,4,3308,75,49,40
604,13,1,605,6,3314,102,72,60
605,13,1,606,7,3321,109,68,70
606,13,1,607,6,3327,104,64,60
607,13,1,608,7,3334,102,64,70
608,13,1,609,7,3341,120,85,70
609,13,1,610,5,3346,92,63,50
610,13,1,611,4,3350,79,57,40
611,13,1,612,8,3358,111,75,80
612,13,1,613,3,3361,70,43,30
613,13,1,614,7,3368,98,61,70
614,13,1,615,2,3370,54,39,20
615,13,1,616,4,3374,66,37,40
616,13,1,617,8,3382,95,95,80
617,13,1,618,3,3385,33,19,30
618,13,1,619,4,3389,45,31,40
619,13,1,620,3,3392,34,26,30
620,13,1,621,9,3401,81,52,90
621,13,1,622,6,3407,80,55,60
622,13,1,623,7,3414,91,54,70
623,13,1,624,6,3420,111,78,60
624,13,1,625,7,3427,114,74,70
625,13,1,626,6,3433,95,59,60
626,13,1,627,7,3440,111,75,70
627,13,1,628,9,3449,128,76,90
628,13,1,629,9,3458,138,91,90
629,13,1,630,3,3461,80,53,30
630,13,1,631,8,3469,101,72,80
631,13,1,632,4,3473,77,45,40
632,13,1,633,6,3479,78,49,60
633,13,1,634,8,3487,109,62,80
634,13,1,635,4,3491,79,45,40
635,13,1,636,5,3496,90,55,50
636,13,1,637,8,3504,122,84,80
637,13,1,638,7,3511,105,70,70
638,13,1,639,4,3515,77,50,40
639,13,1,640,2,3517,44,44,20
640,13,1,641,8,3525,85,56,80
641,13,1,642,7,3532,108,72,70
642,13,1,643,9,3541,119,83,90
643,13,1,644,4,3545,75,50,40
644,13,1,645,6,3551,81,62,60
645,13,1,646,5,3556,68,48,50
646,13,1,647,6,3562,90,67,60
647,13,1,648,6,3568,77,45,60
648,13,1,649,2,3570,52,35,20
649,13,1,650,2,3572,37,21,20
650,13,1,651,2,3574,42,29,20
651,13,1,652,5,3579,48,36,50
652,13,1,653,5,3584,61,41,50
653,13,1,654,3,3587,53,53,30
654,13,1,655,5,3592,47,31,50
655,13,1,656,2,3594,36,23,20
656,13,1,657,7,3601,75,52,70
657,13,1,658,3,3604,49,31,30
658,13,1,659,6,3610,65,38,60
659,13,1,660,5,3615,84,50,50
660,13,1,661,9,3624,121,73,90
661,13,1,662,5,3629,100,63,50
662,13,1,663,2,3631,51,37,20
663,13,1,664,8,3639,91,56,80
664,13,1,665,6,3645,96,64,60
665,13,1,666,3,3648,60,39,30
666,13,1,667,5,3653,70,47,50
667,13,1,668,5,3658,67,44,50
668,13,1,669,7,3665,86,59,70
669,13,1,670,3,3668,55,31,30
670,13,1,671,4,3672,51,28,40
671,13,1,672,5,3677,63,45,50
672,13,1,673,9,3686,107,74,90
673,13,1,674,2,3688,48,27,20
674,13,1,675,6,3694,76,46,60
675,13,1,676,2,3696,51,27,20
676,13,1,677,7,3703,100,55,70
677,13,1,678,8,3711,108,65,80
678,13,1,679,9,3720,133,82,90
679,13,1,680,9,3729,158,85,90
680,13,1,681,4,3733,110,74,40
681,13,1,682,8,3741,90,61,80
682,13,1,683,6,3747,87,50,60
683,13,1,684,6,3753,110,71,60
684,13,1,685,6,3759,121,121,60
685,13,1,686,5,3764,50,36,50
686,13,1,687,3,3767,43,27,30
687,13,1,688,3,3770,48,48,30
688,13,1,689,2,3772,16,14,20
689,13,1,690,9,3781,96,53,90
690,13,1,691,8,3789,122,80,80
691,13,1,692,7,3796,116,88,70
692,13,1,693,9,3805,121,87,90
693,13,1,694,2,3807,57,43,20
694,13,1,695,3,3810,45,30,30
695,13,1,696,6,3816,73,49,60
696,13,1,697,7,3823,103,60,70
697,13,1,698,2,3825,68,48,20
698,13,1,699,2,3827,46,46,20
699,13,1,700,7,3834,74,53,70
700,13,1,701,9,3843,117,81,90
701,13,1,702,5,3848,94,61,50
702,13,1,703,9,3857,137,91,90
703,13,1,704,8,3865,125,80,80
704,13,1,705,5,3870,94,51,50
705,13,1,706,3,3873,66,44,30
706,13,1,707,6,3879,91,66,60
707,13,1,708,7,3886,71,46,70
708,13,1,709,2,3888,45,26,20
709,13,1,710,9,3897,120,84,90
710,13,1,711,8,3905,113,70,80
711,13,1,712,9,3914,125,79,90
712,13,1,713,4,3918,82,58,40
713,13,1,714,4,3922,67,37,40
714,13,1,715,5,3927,84,64,50
715,13,1,716,3,3930,45,45,30
716,13,1,717,3,3933,25,15,30
717,13,1,718,6,3939,57,31,60
718,13,1,719,4,3943,75,44,40
719,13,1,720,2,3945,42,26,20
720,13,1,721,7,3952,102,57,70
721,13,1,722,8,3960,127,81,80
722,13,1,723,8,3968,119,119,80
723,13,1,724,7,3975,70,41,70
724,13,1,725,3,3978,54,33,30
725,13,1,726,3,3981,54,35,30
726,13,1,727,4,3985,63,38,40
727,13,1,728,9,3994,117,81,90
728,13,1,729,7,4001,90,57,70
729,13,1,730,6,4007,101,70,60
730,13,1,731,2,4009,57,31,20
731,13,1,732,9,4018,133,93,90
732,13,1,733,6,4024,94,57,60
733,13,1,734,9,4033,117,81,90
734,13,1,735,5,4038,99,62,50
735,13,1,736,4,4042,80,46,40
736,13,1,737,2,4044,55,34,20
737,13,1,738,2,4046,41,21,20
738,13,1,739,5,4051,86,60,50
739,13,1,740,4,4055,67,50,40
740,13,1,741,7,4062,87,55,70
741,13,1,742,2,4064,49,33,20
