,Scenario,Trial,Inspection,Interval,Time,Accumulation,Defects,Rate
284,151,1,285,7,1544,3,3,70
285,151,1,286,2,1546,0,0,20
286,151,1,287,9,1555,1,1,90
287,151,1,288,6,1561,1,1,60
288,151,1,289,7,1568,2,1,70
289,151,1,290,5,1573,3,3,50
290,151,1,291,9,1582,4,4,90
291,151,1,292,3,1585,1,1,30
292,151,1,293,3,1588,0,0,30
293,151,1,294,6,1594,2,1,60
294,151,1,295,2,1596,2,0,20
295,151,1,296,4,1600,3,3,40
296,151,1,297,7,1607,3,2,70
297,151,1,298,2,1609,3,3,20
298,151,1,299,6,1615,4,4,60
299,151,1,300,6,1621,3,2,60
300,151,1,301,3,1624,2,2,30
301,151,1,302,3,1627,2,2,30
302,151,1,303,9,1636,5,4,90
303,151,1,304,5,1641,3,1,50
304,151,1,305,2,1643,2,2,20
305,151,1,306,2,1645,0,0,20
306,151,1,307,5,1650,3,2,50
307,151,1,308,4,1654,6,6,40
308,151,1,309,7,1661,2,0,70
309,151,1,310,7,1668,5,4,70
310,151,1,311,7,1675,6,6,70
311,151,1,312,8,1683,4,1,80
312,151,1,313,6,1689,10,10,60
313,151,1,314,2,1691,0,0,20
314,151,1,315,2,1693,1,0,20
315,151,1,316,6,1699,6,6,60
316,151,1,317,4,1703,3,2,40
317,151,1,318,8,1711,4,4,80
318,151,1,319,8,1719,4,3,80
319,151,1,320,6,1725,5,2,60
320,151,1,321,3,1728,5,5,30
321,151,1,322,3,1731,0,0,30
322,151,1,323,5,1736,1,0,50
323,151,1,324,9,1745,6,4,90
324,151,1,325,9,1754,6,5,90
325,151,1,326,8,1762,3,3,80
326,151,1,327,7,1769,4,3,70
327,151,1,328,7,1776,6,4,70
328,151,1,329,8,1784,8,5,80
329,151,1,330,5,1789,4,4,50
330,151,1,331,8,1797,3,0,80
331,151,1,332,9,1806,5,4,90
332,151,1,333,3,1809,3,2,30
333,151,1,334,3,1812,2,2,30
334,151,1,335,5,1817,6,4,50
335,151,1,336,2,1819,3,2,20
336,151,1,337,9,1828,5,5,90
337,151,1,338,4,1832,2,2,40
338,151,1,339,5,1837,3,2,50
339,151,1,340,3,1840,3,3,30
340,151,1,341,8,1848,2,1,80
341,151,1,342,3,1851,3,1,30
342,151,1,343,3,1854,4,4,30
343,151,1,344,8,1862,4,4,80
344,151,1,345,5,1867,5,5,50
345,151,1,346,7,1874,6,5,70
346,151,1,347,4,1878,1,1,40
347,151,1,348,5,1883,4,3,50
348,151,1,349,7,1890,1,1,70
349,151,1,350,2,1892,0,0,20
350,151,1,351,3,1895,0,0,30
351,151,1,352,5,1900,1,0,50
352,151,1,353,2,1902,3,3,20
353,151,1,354,8,1910,5,5,80
354,151,1,355,7,1917,7,6,70
355,151,1,356,7,1924,4,3,70
356,151,1,357,9,1933,6,6,90
357,151,1,358,4,1937,2,1,40
358,151,1,359,7,1944,3,3,70
359,151,1,360,7,1951,5,5,70
360,151,1,361,3,1954,0,0,30
361,151,1,362,6,1960,1,1,60
362,151,1,363,6,1966,0,0,60
363,151,1,364,4,1970,1,0,40
364,151,1,365,5,1975,3,3,50
365,151,1,366,8,1983,6,6,80
366,151,1,367,9,1992,3,3,90
367,151,1,368,9,2001,5,4,90
368,151,1,369,4,2005,2,1,40
369,151,1,370,5,2010,1,1,50
370,151,1,371,8,2018,3,1,80
371,151,1,372,8,2026,2,0,80
372,151,1,373,8,2034,5,5,80
373,151,1,374,3,2037,2,1,30
374,151,1,375,6,2043,3,2,60
375,151,1,376,4,2047,4,3,40
376,151,1,377,9,2056,3,3,90
377,151,1,378,9,2065,6,6,90
378,151,1,379,5,2070,2,1,50
379,151,1,380,4,2074,3,3,40
380,151,1,381,3,2077,3,2,30
381,151,1,382,6,2083,4,3,60
382,151,1,383,7,2090,3,3,70
383,151,1,384,2,2092,2,1,20
384,151,1,385,2,2094,4,3,20
385,151,1,386,7,2101,7,7,70
386,151,1,387,2,2103,1,1,20
387,151,1,388,5,2108,0,0,50
388,151,1,389,8,2116,2,1,80
389,151,1,390,8,2124,4,4,80
390,151,1,391,2,2126,1,0,20
391,151,1,392,2,2128,1,1,20
392,151,1,393,5,2133,3,2,50
393,151,1,394,9,2142,4,3,90
394,151,1,395,2,2144,1,0,20
395,151,1,396,7,2151,7,6,70
396,151,1,397,4,2155,3,3,40
397,151,1,398,5,2160,2,2,50
398,151,1,399,8,2168,4,2,80
399,151,1,400,9,2177,9,8,90
400,151,1,401,8,2185,4,4,80
401,151,1,402,8,2193,4,3,80
402,151,1,403,8,2201,6,5,80
403,151,1,404,8,2209,4,3,80
404,151,1,405,4,2213,5,4,40
405,151,1,406,6,2219,4,3,60
406,151,1,407,9,2228,6,6,90
407,151,1,408,4,2232,1,1,40
408,151,1,409,2,2234,1,0,20
409,151,1,410,9,2243,6,4,90
410,151,1,411,2,2245,4,3,20
411,151,1,412,6,2251,4,3,60
412,151,1,413,3,2254,3,1,30
413,151,1,414,3,2257,4,3,30
414,151,1,415,3,2260,2,1,30
415,151,1,416,6,2266,6,6,60
416,151,1,417,4,2270,3,2,40
417,151,1,418,2,2272,2,2,20
418,151,1,419,2,2274,0,0,20
419,151,1,420,8,2282,5,4,80
420,151,1,421,5,2287,4,4,50
421,151,1,422,8,2295,5,5,80
422,151,1,423,3,2298,1,1,30
423,151,1,424,3,2301,2,1,30
424,151,1,425,4,2305,2,1,40
425,151,1,426,2,2307,3,3,20
426,151,1,427,8,2315,5,5,80
427,151,1,428,5,2320,4,3,50
428,151,1,429,2,2322,3,3,20
429,151,1,430,7,2329,4,4,70
430,151,1,431,5,2334,2,2,50
431,151,1,432,5,2339,2,0,50
432,151,1,433,8,2347,5,3,80
433,151,1,434,3,2350,3,2,30
434,151,1,435,5,2355,3,2,50
435,151,1,436,6,2361,3,3,60
436,151,1,437,8,2369,6,6,80
437,151,1,438,6,2375,2,2,60
438,151,1,439,9,2384,1,0,90
439,151,1,440,7,2391,4,3,70
440,151,1,441,5,2396,4,4,50
441,151,1,442,8,2404,2,1,80
442,151,1,443,2,2406,1,1,20
443,151,1,444,3,2409,2,0,30
444,151,1,445,9,2418,3,3,90
445,151,1,446,5,2423,1,1,50
446,151,1,447,9,2432,1,0,90
447,151,1,448,4,2436,3,2,40
448,151,1,449,4,2440,1,1,40
449,151,1,450,8,2448,4,3,80
450,151,1,451,4,2452,2,2,40
451,151,1,452,4,2456,2,2,40
452,151,1,453,7,2463,6,6,70
453,151,1,454,3,2466,2,2,30
454,151,1,455,3,2469,2,2,30
455,151,1,456,8,2477,2,1,80
456,151,1,457,7,2484,7,5,70
457,151,1,458,6,2490,5,5,60
458,151,1,459,4,2494,3,1,40
459,151,1,460,5,2499,5,4,50
460,151,1,461,6,2505,5,4,60
461,151,1,462,6,2511,7,7,60
462,151,1,463,9,2520,3,3,90
463,151,1,464,9,2529,6,6,90
464,151,1,465,2,2531,1,0,20
465,151,1,466,3,2534,2,1,30
466,151,1,467,4,2538,3,3,40
467,151,1,468,3,2541,1,1,30
468,151,1,469,8,2549,0,0,80
469,151,1,470,4,2553,1,0,40
470,151,1,471,2,2555,2,2,20
471,151,1,472,5,2560,1,1,50
472,151,1,473,8,2568,2,1,80
473,151,1,474,8,2576,5,4,80
474,151,1,475,8,2584,7,5,80
475,151,1,476,6,2590,4,3,60
476,151,1,477,4,2594,1,1,40
477,151,1,478,7,2601,2,1,70
478,151,1,479,7,2608,3,3,70
479,151,1,480,3,2611,0,0,30
480,151,1,481,5,2616,3,3,50
481,151,1,482,8,2624,1,0,80
482,151,1,483,7,2631,5,4,70
483,151,1,484,7,2638,7,7,70
484,151,1,485,4,2642,2,2,40
485,151,1,486,3,2645,3,2,30
486,151,1,487,6,2651,4,3,60
487,151,1,488,3,2654,3,2,30
488,151,1,489,3,2657,2,1,30
489,151,1,490,6,2663,5,3,60
490,151,1,491,5,2668,4,1,50
491,151,1,492,6,2674,7,7,60
492,151,1,493,5,2679,2,0,50
493,151,1,494,7,2686,4,2,70
494,151,1,495,7,2693,5,4,70
495,151,1,496,7,2700,4,4,70
496,151,1,497,9,2709,1,1,90
497,151,1,498,6,2715,4,4,60
498,151,1,499,4,2719,3,3,40
499,151,1,500,7,2726,4,4,70
500,151,1,501,6,2732,2,2,60
501,151,1,502,8,2740,5,3,80
502,151,1,503,2,2742,4,3,20
503,151,1,504,7,2749,5,5,70
504,151,1,505,9,2758,2,2,90
505,151,1,506,6,2764,2,2,60
506,151,1,507,7,2771,3,2,70
507,151,1,508,4,2775,4,2,40
508,151,1,509,7,2782,5,5,70
509,151,1,510,9,2791,3,1,90
510,151,1,511,6,2797,4,3,60
511,151,1,512,3,2800,3,3,30
512,151,1,513,5,2805,3,2,50
513,151,1,514,5,2810,1,0,50
514,151,1,515,8,2818,3,2,80
515,151,1,516,3,2821,1,0,30
516,151,1,517,2,2823,2,1,20
517,151,1,518,9,2832,4,3,90
518,151,1,519,4,2836,3,2,40
519,151,1,520,5,2841,3,2,50
520,151,1,521,9,2850,4,2,90
521,151,1,522,9,2859,5,4,90
522,151,1,523,6,2865,8,8,60
523,151,1,524,7,2872,5,4,70
524,151,1,525,9,2881,6,4,90
525,151,1,526,8,2889,7,6,80
526,151,1,527,3,2892,3,3,30
527,151,1,528,9,2901,1,0,90
528,151,1,529,4,2905,2,2,40
529,151,1,530,3,2908,0,0,30
530,151,1,531,8,2916,4,3,80
531,151,1,532,2,2918,2,2,20
532,151,1,533,7,2925,3,2,70
533,151,1,534,9,2934,4,4,90
534,151,1,535,4,2938,2,2,40
535,151,1,536,7,2945,4,3,70
536,151,1,537,9,2954,3,1,90
537,151,1,538,6,2960,3,2,60
538,151,1,539,3,2963,1,1,30
539,151,1,540,9,2972,6,4,90
540,151,1,541,2,2974,2,2,20
541,151,1,542,7,2981,4,2,70
542,151,1,543,6,2987,5,4,60
543,151,1,544,7,2994,4,3,70
544,151,1,545,2,2996,1,0,20
545,151,1,546,3,2999,1,1,30
546,151,1,547,5,3004,0,0,50
547,151,1,548,4,3008,1,0,40
548,151,1,549,4,3012,2,2,40
549,151,1,550,3,3015,2,2,30
550,151,1,551,5,3020,2,1,50
551,151,1,552,9,3029,4,3,90
552,151,1,553,3,3032,3,2,30
553,151,1,554,8,3040,5,3,80
554,151,1,555,4,3044,4,4,40
555,151,1,556,4,3048,6,6,40
556,151,1,557,3,3051,2,2,30
557,151,1,558,5,3056,4,3,50
558,151,1,559,6,3062,4,4,60
559,151,1,560,8,3070,6,6,80
560,151,1,561,7,3077,8,4,70
561,151,1,562,4,3081,8,8,40
562,151,1,563,7,3088,3,3,70
563,151,1,564,2,3090,2,1,20
564,151,1,565,3,3093,2,1,30
565,151,1,566,8,3101,2,1,80
566,151,1,567,7,3108,3,2,70
567,151,1,568,2,3110,4,3,20
568,151,1,569,3,3113,2,1,30
569,151,1,570,9,3122,8,8,90
570,151,1,571,4,3126,0,0,40
571,151,1,572,6,3132,0,0,60
572,151,1,573,7,3139,2,2,70
573,151,1,574,6,3145,3,3,60
574,151,1,575,2,3147,1,0,20
575,151,1,576,2,3149,1,0,20
576,151,1,577,7,3156,4,4,70
577,151,1,578,2,3158,0,0,20
578,151,1,579,2,3160,1,1,20
579,151,1,580,9,3169,6,3,90
580,151,1,581,3,3172,5,5,30
581,151,1,582,2,3174,0,0,20
582,151,1,583,5,3179,2,1,50
583,151,1,584,6,3185,3,3,60
584,151,1,585,8,3193,4,4,80
585,151,1,586,7,3200,6,4,70
586,151,1,587,9,3209,9,9,90
587,151,1,588,6,3215,3,3,60
588,151,1,589,4,3219,1,1,40
589,151,1,590,8,3227,3,2,80
590,151,1,591,9,3236,5,4,90
591,151,1,592,5,3241,4,3,50
592,151,1,593,8,3249,4,3,80
593,151,1,594,9,3258,3,1,90
594,151,1,595,8,3266,5,4,80
595,151,1,596,3,3269,4,3,30
596,151,1,597,2,3271,1,1,20
597,151,1,598,7,3278,4,3,70
598,151,1,599,9,3287,5,5,90
599,151,1,600,9,3296,4,3,90
600,151,1,601,8,3304,5,4,80
601,151,1,602,6,3310,3,3,60
602,151,1,603,7,3317,4,3,70
603,151,1,604,4,3321,2,2,40
604,151,1,605,6,3327,5,5,60
605,151,1,606,8,3335,3,2,80
606,151,1,607,7,3342,4,4,70
607,151,1,608,6,3348,3,3,60
608,151,1,609,5,3353,1,0,50
609,151,1,610,4,3357,2,1,40
610,151,1,611,2,3359,1,1,20
611,151,1,612,4,3363,1,1,40
612,151,1,613,8,3371,5,2,80
613,151,1,614,5,3376,3,2,50
614,151,1,615,4,3380,2,2,40
615,151,1,616,8,3388,5,5,80
616,151,1,617,9,3397,2,2,90
617,151,1,618,4,3401,5,4,40
618,151,1,619,4,3405,1,0,40
619,151,1,620,4,3409,5,5,40
620,151,1,621,5,3414,3,3,50
621,151,1,622,8,3422,5,3,80
622,151,1,623,8,3430,5,4,80
623,151,1,624,3,3433,3,2,30
624,151,1,625,9,3442,6,6,90
625,151,1,626,7,3449,5,3,70
626,151,1,627,8,3457,5,5,80
627,151,1,628,3,3460,1,0,30
628,151,1,629,7,3467,4,4,70
629,151,1,630,8,3475,4,4,80
630,151,1,631,4,3479,2,2,40
631,151,1,632,7,3486,5,3,70
632,151,1,633,4,3490,4,2,40
633,151,1,634,4,3494,5,5,40
634,151,1,635,8,3502,3,2,80
635,151,1,636,2,3504,4,4,20
636,151,1,637,6,3510,0,0,60
637,151,1,638,7,3517,1,0,70
638,151,1,639,5,3522,4,4,50
639,151,1,640,7,3529,3,2,70
640,151,1,641,5,3534,4,3,50
641,151,1,642,5,3539,2,2,50
642,151,1,643,5,3544,0,0,50
643,151,1,644,5,3549,0,0,50
644,151,1,645,6,3555,5,5,60
645,151,1,646,7,3562,4,4,70
646,151,1,647,6,3568,5,5,60
647,151,1,648,2,3570,3,2,20
648,151,1,649,9,3579,5,3,90
649,151,1,650,3,3582,2,1,30
650,151,1,651,3,3585,2,2,30
651,151,1,652,4,3589,1,1,40
652,151,1,653,9,3598,4,3,90
653,151,1,654,5,3603,5,4,50
654,151,1,655,5,3608,2,1,50
655,151,1,656,4,3612,5,5,40
656,151,1,657,9,3621,5,5,90
657,151,1,658,5,3626,2,1,50
658,151,1,659,6,3632,2,1,60
659,151,1,660,5,3637,5,3,50
660,151,1,661,6,3643,6,4,60
661,151,1,662,8,3651,6,5,80
662,151,1,663,2,3653,4,2,20
663,151,1,664,2,3655,2,2,20
664,151,1,665,9,3664,5,3,90
665,151,1,666,7,3671,5,4,70
666,151,1,667,9,3680,8,8,90
667,151,1,668,8,3688,8,7,80
668,151,1,669,5,3693,3,3,50
669,151,1,670,3,3696,1,1,30
670,151,1,671,8,3704,5,5,80
671,151,1,672,7,3711,1,0,70
672,151,1,673,8,3719,7,6,80
673,151,1,674,5,3724,2,2,50
674,151,1,675,3,3727,2,0,30
675,151,1,676,4,3731,4,4,40
676,151,1,677,7,3738,6,6,70
677,151,1,678,8,3746,2,1,80
678,151,1,679,7,3753,6,6,70
679,151,1,680,9,3762,4,3,90
680,151,1,681,5,3767,4,4,50
681,151,1,682,9,3776,0,0,90
682,151,1,683,7,3783,3,3,70
683,151,1,684,9,3792,3,3,90
684,151,1,685,6,3798,3,2,60
685,151,1,686,8,3806,7,7,80
686,151,1,687,4,3810,2,1,40
687,151,1,688,9,3819,6,5,90
688,151,1,689,8,3827,3,2,80
689,151,1,690,2,3829,2,2,20
690,151,1,691,3,3832,3,2,30
691,151,1,692,3,3835,3,3,30
692,151,1,693,9,3844,6,5,90
693,151,1,694,7,3851,4,2,70
694,151,1,695,3,3854,4,4,30
695,151,1,696,6,3860,1,1,60
696,151,1,697,5,3865,2,1,50
697,151,1,698,7,3872,1,0,70
698,151,1,699,5,3877,4,4,50
699,151,1,700,6,3883,3,2,60
700,151,1,701,3,3886,3,3,30
701,151,1,702,5,3891,3,2,50
702,151,1,703,6,3897,4,3,60
703,151,1,704,4,3901,4,3,40
704,151,1,705,2,3903,3,1,20
705,151,1,706,8,3911,9,8,80
706,151,1,707,6,3917,7,4,60
707,151,1,708,9,3926,10,8,90
708,151,1,709,5,3931,4,4,50
709,151,1,710,3,3934,0,0,30
710,151,1,711,8,3942,3,1,80
711,151,1,712,7,3949,2,1,70
712,151,1,713,9,3958,2,1,90
713,151,1,714,7,3965,8,6,70
714,151,1,715,2,3967,4,4,20
715,151,1,716,2,3969,2,1,20
716,151,1,717,3,3972,2,2,30
717,151,1,718,9,3981,4,4,90
718,151,1,719,2,3983,3,2,20
719,151,1,720,6,3989,4,4,60
720,151,1,721,4,3993,3,2,40
721,151,1,722,5,3998,7,6,50
722,151,1,723,7,4005,5,3,70
723,151,1,724,6,4011,3,2,60
724,151,1,725,9,4020,6,6,90
725,151,1,726,5,4025,3,3,50
726,151,1,727,9,4034,3,2,90
727,151,1,728,2,4036,3,3,20
728,151,1,729,6,4042,1,0,60
729,151,1,730,5,4047,3,3,50
730,151,1,731,9,4056,3,2,90
731,151,1,732,9,4065,9,9,90
732,151,1,733,5,4070,3,3,50
733,151,1,734,8,4078,6,5,80
734,151,1,735,7,4085,5,3,70
735,151,1,736,9,4094,7,6,90
736,151,1,737,3,4097,4,3,30
737,151,1,738,5,4102,5,5,50
738,151,1,739,5,4107,3,2,50
739,151,1,740,8,4115,1,0,80
740,151,1,741,5,4120,4,4,50
741,151,1,742,4,4124,0,0,40
